Vendor|VendorAbbr|CountryCode|ProductID|ProductDescription|ProductType|ProductLine|Finish|UOM|Zero81|PkQtyForPricing|Keynote
ASSA|AS|UK|95461700031|PULL HANDLE 25X400MM SCANFLEX BACK2BACK |FN|SCANFLEX|SS|PAIR|72.79|1|9.1
ASSA|AS|UK|95461800031|PULL HANDLE 32X400MM SCANFLEX BOLT THRU |FN|SCANFLEX|SS|EA|39.19|1|9.1
ASSA|AS|UK|95461900031|PULL HANDLE 32X400MM SCANFLEX BACK2BACK |FN|SCANFLEX|SS|PAIR|78.02|1|9.1
ASSA|AS|UK|95462000031|PULL HANDLE 25X400MM CRANKED BOLT THRU  |FN|SCANFLEX|SS|EA|43.57|1|9.1
ASSA|AS|UK|95462100031|PULL HANDLE 25X400MM CRANKED BACK2BACK  |FN|SCANFLEX|SS|PAIR|80.16|1|9.1
ASSA|AS|UK|10139210031|ST670/625 12V DEADBOLT STRIKE F/LOCKED|ES|ST670|SSE|EA|697.43|1|10.1
ASSA|AS|UK|10209510331|D455 XR SASH LOCK RND F/PLATE 60MM B/SET|LO|D450|SSE|EA|22.54|1|2.1
ASSA|AS|UK|10209610331|D454 XR DEAD LOCK RND F/PLATE 60MM B/SET|LO|D450|SSE|EA|20.26|1|2.1
ASSA|AS|UK|10209710331|D453 XR BATHROOM RND F/PLATE 60MM B/SET |LO|D450|SSE|EA|22.54|1|2.1
ASSA|AS|UK|10209810331|D452 XR LATCH LOCK RND F/PLATE 60MM B/SE|LO|D450|SSE|EA|20.26|1|2.1
ASSA|AS|UK|10209811331|D4522 XR ESCAPE LATCH RND F/PLATE 60MM|LO|D450|SSE|EA|27.76|1|2.1
ASSA|AS|UK|10209910331|D455 XK SASH LOCK SQ F/PLATE 60MM B/SET |LO|D450|SSE|EA|22.54|1|2.1
ASSA|AS|UK|10210010331|D454 XK DEAD LOCK SQ F/PLATE 60MM B/SET |LO|D450|SSE|EA|20.26|1|2.1
ASSA|AS|UK|10210110331|D453 XK BATHROOM SQ F/PLATE 60MM B/SET  |LO|D450|SSE|EA|22.54|1|2.1
ASSA|AS|UK|10210120331|BATHROOM SQ F/PLATE 60MM B/SET|LO|D450|SSE|EA|22.54|1|2.1
ASSA|AS|UK|10210210331|D452 XK LATCH LOCK SQ F/PLATE 60MM B/SET|LO|D450|SSE|EA|20.26|1|2.1
ASSA|AS|UK|10210211331|D4522 XK ESCAPE LATCH SQ F/PLATE 60MM|LO|D450|SSE|EA|27.76|1|2.1
ASSA|AS|UK|10402200031|ST670/625 24V DEADBOLT STRIKE F/LOCKED  |ES|ST670|SSE|EA|697.43|1|10.1
ASSA|AS|UK|10407200034|PE13/23 LEVER HANDLE & KEY (NEW VERSION)|FN|ASSA|SSE|EA|79.12|1|9.9
ASSA|AS|UK|10412200031|WEATHERPROOF MAG 12/24V (MAGG6500STS--D)|EL|M8000|SSE|EA|328.28|1|10.2
ASSA|AS|UK|10439610131|D456 ESCAPE N/LATCH 60MM SQU 24MM F/P   |LO|D450|SSE|EA|32.12|1|2.1
ASSA|AS|UK|10440110131|D459 ESC SASH 60MM RND 20MM F/P |LO|D450|SSE|EA|64.75|1|2.1
ASSA|AS|UK|10440210131|D459 ESC SASH 60MM SQU 24MM F/P |LO|D450|SSE|EA|64.75|1|2.1
ASSA|AS|UK|10469300031|17/SHORT EURO E/STK 12VDC|ES|17E|SSE|EA|97.89|1|10.1
ASSA|AS|UK|10471600034|1910PE 1PT PANIC LATCH                  |ED|1900|SSE|EA|326.2|1|8.1
ASSA|AS|UK|10471900034|1920PE 2PT PANIC LATCH                  |ED|1900|SSE|EA|500.25|1|8.1
ASSA|AS|UK|10472200034|1930PE 3PT PANIC LATCH                  |ED|1900|SSE|EA|528.24|1|8.1
ASSA|AS|UK|10487500034|1920PE LDC 2PT PANIC 1150MM C/W DOGGING |ED|1900|SSE|EA|569.63|1|8.1
ASSA|AS|UK|13652600034|8MM CYLINDER RING (EXTERNAL) SCANFLEX|FN|SCANFLEX|SSE|EA|13.88|1|9.9
ASSA|AS|UK|13654600034|11MM CYLINDER RING (EXTERNAL) SCANFLEX|FN|SCANFLEX|SSE|EA|13.88|1|9.9
ASSA|AS|UK|36058910731|SINGLE STRIKE FOR 766 ANTI LIG 44MM DRS|LO|STRIKE|SSE|EA|15.71|1|2.1
ASSA|AS|UK|36059010731|DOUBLE STRIKE FOR 766 ANTI LIG 44MM DRS|LO|STRIKE|SSE|EA|18.31|1|2.1
ASSA|AS|UK|36059110731|SINGLE STRIKE FOR 766 ANTI LIG 54MM DRS|LO|STRIKE|SSE|EA|15.71|1|2.1
ASSA|AS|UK|80794610331|3228 HINGE ST/ST RH EN1935/CE + SCREWS|HI|3228|SSE|EA|19.72|1|9.3
ASSA|AS|UK|80794610531|3228 HINGE ST/ST LH EN1935/CE + SCREWS|HI|3228|SSE|EA|19.72|1|9.3
ASSA|AS|UK|93331700034|18256SF ACCESSORY SET 18MM(2 X CYL RING)|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|93331800034|18256SF ACCESSORY SET 16MM(2 X CYL RING)|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|93332000034|18256SF ACCESSORY SET 13MM(2 X CYL RING)|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|93332100034|18256SF ACCESSORY SET 11MM(2 X CYL RING)|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|93348100034|9256SF 13MM EXT.CYL RING INT DIS TURN|FN|ACCMISCSF|SSE|EA|32.75|1|9.9
ASSA|AS|UK|93348200034|9256SF 11MM EXT.CYL RING INT DIS TURN|FN|ACCMISCSF|SSE|EA|32.75|1|9.9
ASSA|AS|UK|95141800031|2356RL 11MM EXT. CYL RING & INT. B/ROSE|FN|RUKOLINE|SSE|EA|31.34|1|9.9
ASSA|AS|UK|95141900031|2356RL 13MM EXT. CYL RING & INT. B/ROSE|FN|RUKOLINE|SSE|EA|31.34|1|9.9
ASSA|AS|UK|95142000031|2356RL 16MM EXT. CYL RING & INT. B/ROSE|FN|RUKOLINE|SSE|EA|31.34|1|9.9
ASSA|AS|UK|95142100031|2356RL 18MM EXT. CYL RING & INT. B/ROSE|FN|RUKOLINE|SSE|EA|31.34|1|9.9
ASSA|AS|UK|95143300031|18256RL 13MM EXT. & INT. CYL RING       |FN|RUKOLINE|SSE|EA|33.9|1|9.9
ASSA|AS|UK|95143500031|18256RL 18MM EXT. & INT. CYL RING       |FN|RUKOLINE|SSE|EA|33.9|1|9.9
ASSA|AS|UK|95156000031|RL B/PLATE EURO CYL + HANDLE 52MM       |FN|RUKOLINE|SSE|EA|20.33|1|9.1
ASSA|AS|UK|95157900031|RL B/PLATE HANDLE PLATE 60MM            |FN|RUKOLINE|SSE|EA|24.4|1|9.1
ASSA|AS|UK|95164700031|RL SQUARE BACKPLATE HANDLE ONLY RH      |FN|RUKOLINE|SSE|EA|40.65|1|9.1
ASSA|AS|UK|95165000031|RL SQUARE BACKPLATE CYL+HANDLE LH       |FN|RUKOLINE|SSE|EA|47.47|1|9.1
ASSA|AS|UK|95165300031|RL SQUARE BACKPLATE TURN+HANDLE RH      |FN|RUKOLINE|SSE|EA|47.47|1|9.1
ASSA|AS|UK|95165400031|RL SQUARE BACKPLATE TURN+HANDLE LH      |FN|RUKOLINE|SSE|EA|47.47|1|9.1
ASSA|AS|UK|95186500031|PULL HANDLE 25X400MM RUKOLINE BOLT THRU |FN|RUKOLINE|SSE|EA|55.74|1|9.1
ASSA|AS|UK|95186600031|PULL HANDLE 25X400MM RUKOLINE BACK2BACK |FN|RUKOLINE|SSE|PAIR|90.8|1|9.1
ASSA|AS|UK|95190900031|RUKOLINE SPINDLE SUITS 60-85MM DR THICK |FN|RUKOLINE|SSE|EA|8.52|1|9.9
ASSA|AS|UK|95196500031|RL/SF SPLITTING HALF SPINDLE|FN|ACCMISCSF|SSE|EA|7.48|1|9.9
ASSA|AS|UK|95196800031|RL/SF SPLITTING CONNECTING SPINDLE|FN|ACCMISCSF|SSE|EA|11.25|1|9.9
ASSA|AS|UK|95402800034|256SF ACCESSORY SET 18MM CYL RING+T/TURN|FN|SCANFLEX|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95402900034|256SF ACCESSORY SET 16MM CYL RING+T/TURN|FN|SCANFLEX|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403000034|256SF ACCESSORY SET 13MM CYL RING+T/TURN|FN|SCANFLEX|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403100034|256SF ACCESSORY SET 11MM CYL RING+T/TURN|FN|SCANFLEX|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403600034|2356SF 18MM EXT. CYL RING & INT. B/ROSE|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403700034|2356SF 16MM EXT. CYL RING & INT. B/ROSE|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403800034|2356SF 13MM EXT. CYL RING & INT. B/ROSE|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95403900034|2356SF 11MM EXT. CYL RING & INT. B/ROSE|FN|ACCMISCSF|SSE|EA|27.5|1|9.9
ASSA|AS|UK|95412200031|9265SF DISABLED TOILET ACCESSORY SET|FN|ACCMISCSF|SSE|EA|40.65|1|9.9
ASSA|AS|UK|95449500031|SF NORDIC U 19MM LEVER HANDLE     954501|FN|NORDICU|SSS|PAIR|36.52|1|9.1
ASSA|AS|UK|95450300031|NORDIC L 19MM LEVER HANDLE SCANFLEX|FN|SCANFLEX|SSE|PAIR|49.78|1|9.1
ASSA|AS|UK|95450600031|FLOOR STOP 45XH25MM SCANFLEX|FN|SCANFLEX|SSE|EA|14.98|1|9.9
ASSA|AS|UK|95450700031|FLOOR DOOR STOP 22XH55MM SCANFLEX|ST|SCANFLEX|SSE|EA|20.93|1|9.9
ASSA|AS|UK|95450800031|WALL DOOR STOP 5XH55MM SCANFLEX|ST|SCANFLEX|SSE|EA|15.52|1|9.9
ASSA|AS|UK|95451700031|COAT HOOK SCANFLEX|FN|SCANFLEX|SSE|EA|11.98|1|9.9
ASSA|AS|UK|95451800031|SLIDING DOOR HANDLE W50XH100MM SCANFLEX|FN|SCANFLEX|SSE|EA|10.77|1|9.1
ASSA|AS|UK|95452000031|COPENHAGEN LEVER HANDLE SCANFLEX|FN|SCANFLEX|SSE|PAIR|49.78|1|9.1
ASSA|AS|UK|95452100031|OSLO LEVER HANDLE SCANFLEX|FN|SCANFLEX|SSE|PAIR|49.78|1|9.1
ASSA|AS|UK|95454500031|WALL STOP 75MM SCANFLEX                 |ST|SCANFLEX|SSE|EA|16.92|1|9.9
ASSA|AS|UK|95454600031|994SF BLIND ROSE SET M4|FN|SCANFLEX|SSE|EA|19.84|1|9.9
ASSA|AS|UK|95458500031|9262SF DISABLED TOILET ACC DIN LOCKS|FN|ACCMISCSF|SSE|EA|33.72|1|9.9
ASSA|AS|UK|95458600031|262SF TOILET INDICATOR SET DIN LOCKS|FN|ACCMISCRL|SSE|EA|28.48|1|9.9
ASSA|AS|UK|95463200031|FINLAND LEVER HANDLE SCANFLEX           |FN|SCANFLEX|SSE|PAIR|49.78|1|9.1
ASSA|AS|UK|45105710761|STRIKING PLATE 40MM (MORTICE LOCK)|LO|STRIKE|SZ|EA|7.84|1|2.1
ASSA|AS|UK|46135910761|STRIKING PLATE 36MM (MORTICE LATCH)|LO|STRIKE|SZ|EA|7.68|1|2.1
ASSA|AS|UK|55646085085|DAC 430R64 DOOR ACCESS CONTROLLER *TXT* |EM|SOLICODE|W|EA|310.93|1|7.2
ASSA|AS|UK|10019110000|KEYSWITCH - MOMENTARY ACTION|EC|KEYSWITCH|n/a|EA|62.96|1|19.4
ASSA|AS|UK|10022110020|REBATE KIT 7012 12MM (MODULAR)|OT|MODULAR|PB|EA|52.61|1|26.1
ASSA|AS|UK|10033020857|114/5 24V ELECTRIC STRIKE (M/D)|ES|114E|BZ|EA|109.39|1|10.1
ASSA|AS|UK|10046100000|EXIT SWITCH WITH BACKBOX COMPLETE|EA|SWITCH|n/a|EA|61.9|1|19.4
ASSA|AS|UK|10050620057|114/510 24V ELECTRIC STRIKE (M/D)|ES|114E|BZ|EA|125.98|1|10.1
ASSA|AS|UK|10053010013|R527 CYL W2K S/D STEP 1|CY|ASSA 5 PIN|SC|EA|32.29|1|1.1
ASSA|AS|UK|10082120857|14/510 24V ELECTRIC STRIKE (M/D)|ES|14E|BZ|EA|125.98|1|10.1
ASSA|AS|UK|10135620857|514/505 24V ELECTRIC STRIKE|ES|514E|SC|EA|181.6|1|10.1
ASSA|AS|UK|10143140013|C5801 Cyl W2K S/D Step 4|CY|5800|SC|EA|63.93|1|1.1
ASSA|AS|UK|10246700000|BATTERY 12V 7AH SEALED LEAD ACID NP7-12|PS|Power Supplies|n/a|EA|51.12|1|19.1
ASSA|AS|UK|10266110857|131/13 24V ELECTRIC STRIKE|ES|131E|BZ|EA|452.03|1|10.1
ASSA|AS|UK|10267310857|5131/24 24V ELECTRIC STRIKE|ES|5131E|BZ|EA|529.22|1|10.1
ASSA|AS|UK|10278200019|CODOOR FP5000 CODELOCK WITH BATTERIES***|EM|CODOOR|SS|EA|933.82|1|7.2
ASSA|AS|UK|10282310081|320V EURO ESC W/SCREWS SAA '38195'      |FN|320V|SAA|EA|7.11|1|9.9
ASSA|AS|UK|10300174150|7415 Floor Spring Size EN 2-4|CL|FLOOR SPRING |n/a|EA|172.5|1|6.1
ASSA|AS|UK|10300300000|AC340 ITALIAN DETACHABLE SPINDLE|CL|FLOOR SPRING ACC|n/a|EA|6.23|1|6.4
ASSA|AS|UK|10300400000|AC115 DOUBLE ACTING BOTTOM ARM STEEL|CL|FLOOR SPRING ACC|n/a|EA|17.39|1|6.4
ASSA|AS|UK|10300542320|4232 FLOOR SPRING EN3, S/S COVER, NO H/O|CL|4232|PB|EA|55.59|1|6.1
ASSA|AS|UK|10370010012|Easy Clean Socket|OT|ASSA|SS|EA|4.32|1|26.1
ASSA|AS|UK|10406500000|SPRING CASSETTE FOR HANDLE|FN|ASSA|n/a|EA|10.71|1|9.9
ASSA|AS|UK|10407300034|PE13/23 KNOB AND KEY (NEW VERSION)      |FN|ASSA|SSE|EA|79.12|1|9.9
ASSA|AS|UK|10418100081|7012F F/GUARD 1.4M PUSH SIDE      079961|FN|7012F|AL|EA|112.59|1|9.9
ASSA|AS|UK|10425010317|ASSURE 1520R BAR 800MMX140MM            |ED|ASSURE|SAA|EA|348.88|1|8.1
ASSA|AS|UK|10425010517|ASSURE 1520L BAR 800MMX140MM            |ED|ASSURE|SAA|EA|348.88|1|8.1
ASSA|AS|UK|10425110317|ASSURE 1520R PAD 60MMX140MM             |ED|ASSURE|SAA|EA|239.61|1|8.1
ASSA|AS|UK|10425400017|ASSURE 200 BAR 800MMX140MM *PX200H16*   |ED|ASSURE|SAA|EA|510.94|1|8.1
ASSA|AS|UK|10425600017|ASSURE 300 BAR 800MMX140MM *PX300H16*   |ED|ASSURE|SAA|EA|568.34|1|8.1
ASSA|AS|UK|10425800017|ASSURE 400 BAR 800MMX140MM *PX400H16*   |ED|ASSURE|SAA|EA|1021.89|1|8.1
ASSA|AS|UK|10426000017|ASSURE 500 BAR 800MMX140MM *PX500H16*   |ED|ASSURE|SAA|EA|1107.42|1|8.1
ASSA|AS|UK|10426100017|ASSURE 500 PAD 60MMX140MM *PX500H15*|ED|ASSURE|SAA|EA|1020.01|1|8.1
ASSA|AS|UK|10432800013|EMERGENCY DOOR STOP DS-6 26D - 63345|ST|ASSA|SC|EA|98.69|1|9.9
ASSA|AS|UK|10433010013|PIVOT 127-3/4 CENTRE HUNG UPTO 90KG 26D|CL|FLOOR SPRING ACC|SC|EA|147.35|1|6.4
ASSA|AS|UK|10439300000|ASSURE 26MM SPINDLE FOR 1520 (1 SPINDLE)|ED|ASSURE|n/a|EA|2.43|1|8.1
ASSA|AS|UK|10442200000|PSU RY2 BOARD RETROFIT FOR FIRE ALARM   |EA|SMARTAIR|n/a|EA|326.37|1|19.4
ASSA|AS|UK|10447000017|ASSURE 8761D BAR FOR DOUBLE DOORS       |ED|ASSURE|SAA|EA|326.37|1|8.1
ASSA|AS|UK|10447100017|ASSURE 8761D PAD FOR DOUBLE DOORS       |ED|ASSURE|SAA|EA|217.11|1|8.1
ASSA|AS|UK|10448700017|ASSURE 8762 PAD 60MMX140MM              |ED|ASSURE|SAA|EA|217.11|1|8.1
ASSA|AS|UK|10448800017|ASSURE 8762 BAR 800MMX140MM|ED|ASSURE|SAA|EA|326.37|1|8.1
ASSA|AS|UK|10459000404|EXT.KEY ENTRY-ASSURE RH (CODE L3)|ED|ASSURE|SAA|EA|371.14|1|8.1
ASSA|AS|UK|10472000034|1920PE L 2PT PANIC *1150MM WIDE*        |ED|1900|SSE|EA|542.85|1|8.1
ASSA|AS|UK|10473329913|FP501 CYL TO PASS W2K                   |CY|FLEXCORE PLUS|SC|EA|35.88|1|1.1
ASSA|AS|UK|10473329920|FP501 CYL TO PASS W2K                   |CY|FLEXCORE PLUS|PB|EA|38.56|1|1.1
ASSA|AS|UK|10473340013|FP501 CYL W2K SD - STEP 4               |CY|FLEXCORE PLUS|SC|EA|32.88|1|1.1
ASSA|AS|UK|10473349013|FP501 CYL W2K M/K - STEP 4              |CY|FLEXCORE PLUS|SC|EA|41.87|1|1.1
ASSA|AS|UK|10473349020|FP501 CYL W2K M/K - STEP 4              |CY|FLEXCORE PLUS|PB|EA|44.55|1|1.1
ASSA|AS|UK|10473449013|FP502 CYL W2K M/K STEP 4                |CY|FLEXCORE PLUS|SC|EA|75.54|1|1.1
ASSA|AS|UK|10474320013|FP532+5+5 S/D WITH 2 KEY ST2(H) K35/K35|CY|FLEXCORE PLUS|SC|EA|31.99|1|1.1
ASSA|AS|UK|10475449013|FP523 M/K WITH 2 KEYS ST4         (40MM)|CY|FLEXCORE PLUS|SC|EA|31.79|1|1.1
ASSA|AS|UK|10475449913|FP523 TO PASS WITH 2 KEYS ST4     (40MM)|CY|FLEXCORE PLUS|SC|EA|26.84|1|1.1
ASSA|AS|UK|10475549013|FP523+5 M/K WITH 2 KEYS ST4       (45MM)|CY|FLEXCORE PLUS|SC|EA|31.79|1|1.1
ASSA|AS|UK|10475629013|FP523+10 M/K WITH 2 KEYS ST2      (50MM)|CY|FLEXCORE PLUS|SC|EA|34.19|1|1.1
ASSA|AS|UK|10475749013|FP522 M/K WITH 2 KEYS ST4        K30/K30|CY|FLEXCORE PLUS|SC|EA|45.96|1|1.1
ASSA|AS|UK|10475849013|FP522+5+5 M/K WITH 2 KEYS ST4    K35/K35|CY|FLEXCORE PLUS|SC|EA|45.96|1|1.1
ASSA|AS|UK|10475939013|FP522+10+10 M/K WITH 2 KEYS ST3  K40/K40|CY|FLEXCORE PLUS|SC|EA|45.96|1|1.1
ASSA|AS|UK|10476009913|FP521 CYL TO PASS W2K                   |CY|FLEXCORE PLUS|SC|EA|37.08|1|1.1
ASSA|AS|UK|10476049013|FP521 M/K WITH 2 KEYS ST4        K30/T30|CY|FLEXCORE PLUS|SC|EA|42.03|1|1.1
ASSA|AS|UK|10476149013|FP521+5+5 M/K WITH 2 KEYS ST4    K35/T35|CY|FLEXCORE PLUS|SC|EA|42.03|1|1.1
ASSA|AS|UK|10476149913|FP521+5+5 TO PASS WITH 2KEY ST4  K35/T35|CY|FLEXCORE PLUS|SC|EA|37.08|1|1.1
ASSA|AS|UK|10476229013|FP521+10+10 M/K WITH 2 KEYS ST2  K40/T40|CY|FLEXCORE PLUS|SC|EA|46.86|1|1.1
ASSA|AS|UK|10476229913|FP521+10+10 TO PASS W2K ST2(H)  K40/T40|CY|FLEXCORE PLUS|SC|EA|41.92|1|1.1
ASSA|AS|UK|10476249013|FP521+10+10 M/K WITH 2 KEYS ST4  K40/T40|CY|FLEXCORE PLUS|SC|EA|46.86|1|1.1
ASSA|AS|UK|10476629920|FP527 CYL TO PASS W2K                   |CY|FLEXCORE PLUS|PB|EA|42.45|1|1.1
ASSA|AS|UK|10476649013|FP527 M/K WITH 2 KEYS ST4        K30/T30|CY|FLEXCORE PLUS|SC|EA|42.03|1|1.1
ASSA|AS|UK|10476849013|FP527+10+10 M/K WITH 2 KEYS ST4  K40/T40|CY|FLEXCORE PLUS|SC|EA|46.86|1|1.1
ASSA|AS|UK|10477620013|FP551K CYL C/W KEYSWITCH W2K SD - STEP 2|CY|FLEXCORE PLUS|SC|EA|102.34|1|1.1
ASSA|AS|UK|10511009913|P601 TO PASS WITH 2 KEYS|CY|P600|SC|EA|45.44|1|1.1
ASSA|AS|UK|10513509013|P623+5 M/K WITH 2 KEYS (45MM)|CY|P600|SC|EA|40.56|1|1.1
ASSA|AS|UK|10513540013|P623+5 S/D WITH 2 KEYS STEP 4 (45MM)|CY|P600|SC|EA|33.67|1|1.1
ASSA|AS|UK|10513609013|P623+10 M/K WITH 2 KEYS (50MM)|CY|P600|SC|EA|42.97|1|1.1
ASSA|AS|UK|10513809013|P622+5+5 M/K WITH 2 KEYS K35/K35|CY|P600|SC|EA|59.36|1|1.1
ASSA|AS|UK|10513840013|P622+5+5 S/D WITH 2 KEYS STEP 4 K35/K35|CY|P600|SC|EA|45.6|1|1.1
ASSA|AS|UK|10513909013|P622+10+10 M/K WITH 2 KEYS K40/K40|CY|P600|SC|EA|64.2|1|1.1
ASSA|AS|UK|10514109013|P621+5+5 M/K WITH 2 KEYS K35/T35|CY|P600|SC|EA|52.53|1|1.1
ASSA|AS|UK|10514109913|P621+5+5 TO PASS WITH 2 KEYS K35/T35|CY|P600|SC|EA|48.65|1|1.1
ASSA|AS|UK|10514209013|P621+10+10 M/K WITH 2 KEYS K40/T40|CY|P600|SC|EA|57.37|1|1.1
ASSA|AS|UK|10514240013|P621+10+10 S/D WITH 2 KEYS STEP 4 K40/T40|CY|P600|SC|EA|50.48|1|1.1
ASSA|AS|UK|10514409013|P624+5+5 M/K WITH 2 KEYS K35/T35|CY|P600|SC|EA|51.49|1|1.1
ASSA|AS|UK|10514709013|P627+5+5 M/K WITH 2 KEYS K35/T35|CY|P600|SC|EA|52.53|1|1.1
ASSA|AS|UK|10514740013|P627+5+5 S/D WITH 2 KEYS STEP 4 K35/T35|CY|P600|SC|EA|45.65|1|1.1
ASSA|AS|UK|10514809013|P627+10+10 M/K WITH 2 KEYS K40/T40|CY|P600|SC|EA|57.37|1|1.1
ASSA|AS|UK|36463300000|CLIQ Remote User Key (Factory Assembled)|CY|CLIQ|n/a|EA|44.66|1|1.2
ASSA|AS|UK|40939810020|BLIND ROSE 11MM (OUTSIDE)|FN|ASSA|PB|EA|15.25|1|9.9
ASSA|AS|UK|46172610057|28mm Cyl Screw                          |OT|ASSA|BZ|EA|0.81|1|26.1
ASSA|AS|UK|46172680057|28mm Cyl Screw|OT|ASSA|BZ|EA|0.81|1|26.1
ASSA|AS|UK|46172710057|38mm Cyl screw|OT|ASSA|BZ|EA|0.81|1|26.1
ASSA|AS|UK|46172780057|38mm Cyl Screw|OT|ASSA|BZ|EA|0.81|1|26.1
ASSA|AS|UK|46172810057|48mm Cyl Screw|OT|ASSA|BZ|EA|0.81|1|26.1
ASSA|AS|UK|46886716520|3248 LH HINGE 2MM GAP C/W SCREWS-HNG IN BAG|HI|3248|SC|EA|15.83|1|9.3
ASSA|AS|UK|70419200000|CLIQ REMOTE VANDAL RESISTANT WALL PD|EC|CLIQ|n/a|EA|812.72|1|1.3
ASSA|AS|UK|80222000066|STRIKE FOR 776 INWARD OPENING|LO|STRIKE|BL|EA|6.75|1|2.1
ASSA|AS|UK|80474862320|1520L 50mm Lockset|LO|MODULAR|PB|EA|118.62|1|2.1
ASSA|AS|UK|80474962313|1520R ESCAPE SASHLOCK 70MM LOCKSET *OUTWARD OPENING** SC|LO|MODULAR|SC|EA|126.85|1|2.1
ASSA|AS|UK|80475062513|1520L ESCAPE SASHLOCK 70MM LOCKSET *OUTWARD OPENING* SC|LO|MODULAR|SC|EA|126.85|1|2.1
ASSA|AS|UK|80643510013|R523 Cyl W2 Keys S/D - Step 1|CY|ASSA 5 PIN|SC|EA|20.94|1|1.1
ASSA|AS|UK|80726600000|Combi Original Key (When Cyl Supplied)|CY|5800|n/a|EA|10.55|1|1.1
ASSA|AS|UK|80759262413|2788 50mm Lockset ASA|LO|MODULAR|SC|EA|47.64|1|2.1
ASSA|AS|UK|82003659013|44M27 CYL N/K DP4400|CY|DP|SC|EA|47.64|1|1.1
ASSA|AS|UK|92310012266|776 Lockset Open In [225B] 923100|LO|MODULAR|BL|EA|55.53|1|2.1
ASSA|AS|UK|92310112166|776 Lockset Open Out [225B] 923101|LO|MODULAR|BL|EA|55.53|1|2.1
ASSA|AS|UK|95152800031|994RL BLIND ROSE INT/EXT M4 BLIND ROSE  |FN|RUKOLINE|SSS|EA|19.97|1|9.9
ASSA|AS|UK|95189100031|996RL BLIND ROSE INT/EXT M4 C:38MM      |FN|RUKOLINE|SSS|EA|19.97|1|9.9
ASSA|AS|UK|95196600031|RL/SF SPLITTING HALF SPINDLE|FN|ACCMISCSF|SSS|EA|6.75|1|9.9
ASSA|AS|UK|95196900031|RL/SF SPLITTING CONNECTING SPINDLE      |FN|ACCMISCSF|SSS|EA|11.25|1|9.9
ASSA|AS|UK|95410600034|2256SF 13MM EXT. B/ROSE & INT. CYL RING|FN|ACCMISCSF|SSS|EA|27.5|1|9.9
ASSA|AS|UK|95457800031|85MM MOUNTING BOLT S/FLEX STR PULL|FN|ACCMISCRL|SSS|EA|256.03|1|9.9
ASSA|AS|UK|8.20E+11|CLIQ Function for Cylinder|EC|CLIQ|n/a|EA|256.03|1|1.3
ASSA|AS|UK|10382007531R|Push Plate 350 x 75 - SSS 1.2mm - Radiused|PP|PUSH PLATE|SSS|EA|5.44|1|9.9
ASSA|AS|UK|10382207531R|Push Plate 450 x 75 - SSS 1.2mm - Radiused|PP|PUSH PLATE|SSS|EA|6.66|1|9.9
ASSA|AS|UK|10476629013A1|FP527 M/K WITH 2 KEYS ST2 *CLASS-CLOCK*|CY|FLEXCORE PLUS|SC|EA|52.69|1|1.1
ASSA|AS|UK|10476630013C1|FP527 S/D WITH 2 KEYS ST3*CLUTCH*K30/T30|CY|FLEXCORE PLUS|SC|EA|44.76|1|1.1
ASSA|AS|UK|10476649013A1|FP527 M/K WITH 2 KEYS ST4 *CLASS-CLOCK*|CY|FLEXCORE PLUS|SC|EA|52.69|1|1.1
ASSA|AS|UK|10476649013B1|FP527 M/K WITH 2 KEYS ST4 *CLASS-ANTI*|CY|FLEXCORE PLUS|SC|EA|52.69|1|1.1
ASSA|AS|UK|10484549013A1|FP527+15+0 M/K W2K ST4 *CLASS-CLOCK*|CY|FLEXCORE PLUS|SC|EA|56.26|1|1.1
ASSA|AS|UK|10517809013A1|P627+5+5 M/K WITH 2 KEYS K35/T35 *CLASS-CLOCK*|CY|P600|SC|EA|10.88|1|1.1
ASSA|AS|UK|80-SC|Dust Proof Socket|OT|ASSA|SC|EA|26.08|1|9.9
ASSA ABLOY|AB|UK|A102|A102 MOUNTING PLATE SILVER|CL|AA DOOR CLOSERS|SIL|EA|9|1|6.4
ASSA ABLOY|AB|UK|A103|A103 MOUNTING PLATE SILVER|CL|AA DOOR CLOSERS|SIL|EA|27.54|1|6.4
ASSA ABLOY|AB|UK|A104|ANGLE BRKT FOR G193/G694 GUIDE RAILS|CL|AA DOOR CLOSERS|SIL|EA|23|1|6.4
ASSA ABLOY|AB|UK|A106|A106 MOUNTING PLATE ALUMINIUM|CL|AA DOOR CLOSERS|SIL|EA|4|1|6.4
