Vendor|VendorAbbr|CountryCode|ProductID|ProductDescription|ProductType|ProductLine|Finish|UOM|Zero81|PkQtyForPricing|Keynote
ASSA|AS|UK|80305962320|8761 70mm Lockset|LO|MODULAR|PB|EA|90.3|1|2.1
ASSA|AS|UK|80305964320|8761 70MM LOCKSET ME MICRO(AKA M7 MICRO)|LO|MODULAR|PB|EA|160.02|1|2.1
ASSA|AS|UK|80307062320|765 70mm Lockset|LO|MODULAR|PB|EA|65.14|1|2.1
ASSA|AS|UK|80312862720|2788 70mm Lockset|LO|MODULAR|PB|EA|61|1|2.1
ASSA|AS|UK|80462717220|18256 ACCS 11MM (11-11-65M)|FN|18256|PB|EA|33.99|1|9.9
ASSA|AS|UK|80462917220|18256 ACCS 13MM (13-13-65M)|FN|18256|PB|EA|33.99|1|9.9
ASSA|AS|UK|80519417220|256 ACCS 18MM (18-43-65M)|FN|256|PB|EA|33.99|1|9.9
ASSA|AS|UK|80603417220|256 ACCS 16MM (16-43-65M)|FN|256|PB|EA|33.99|1|9.9
ASSA|AS|UK|80647212720|9788 70mm Lockset|LO|MODULAR|PB|EA|64.31|1|2.1
ASSA|AS|UK|80647917220|2356 ACCS 16MM (16-TB-65M)|FN|2356|PB|EA|33.99|1|9.9
ASSA|AS|UK|80648017220|2356 ACCS 18MM (18-TB-65M)|FN|2356|PB|EA|33.99|1|9.9
ASSA|AS|UK|80669617220|2356 ACCS 11MM (11-TB-65M)|FN|2356|PB|EA|33.99|1|9.9
ASSA|AS|UK|81585010020|20A EMER ACCS SET(1/2 640+992 BLIND RSE)|FN|20A|PB|EA|39.22|1|9.9
ASSA|AS|UK|10001810011|SECURITY SCREW 75MM W WAIST|OT|ASSA |PC|EA|7.23|1|26.1
ASSA|AS|UK|47004151211|6640 Handle                             |FN|6640|PC|PAIR|55.7|1|9.1
ASSA|AS|UK|51010010011|83/400 DOOR LOOP 400MM SURFACE FIXED|EA|LOOP|PC|EA|25.94|1|19.2
ASSA|AS|UK|80635580011|130mm Turn Screw|OT|ASSA|PC|EA|1.33|1|26.1
ASSA|AS|UK|81694610011|4559E SCD HIGH SEC DOUBLE CYL ACCS SET  |FN|4559E|PC|EA|83.62|1|9.9
ASSA|AS|UK|81695210011|DISTANCE PLATE 4MM SCD CNCT HIGH SEC ACCS|FN|ASSA|PC|EA|11.33|1|9.9
ASSA|AS|UK|82018110011|716 OVAL EMERGENCY THUMBTURN|FN|ASSA|PC|EA|28.13|1|9.9
ASSA|AS|UK|10243300017|M8005 MAGNET 12/24V (MAG-03000ALS--D)|EL|M8000|SA|EA|175.64|1|10.2
ASSA|AS|UK|10243400017|M8005X002 MONITORED (MAG-03000ALS-HD)|EL|M8000|SA|EA|201.69|1|10.2
ASSA|AS|UK|10243700017|M8011 MAGNET 12/24V (MAG-05000ALS--D)|EL|M8000|SA|EA|191.95|1|10.2
ASSA|AS|UK|10243800017|M8011X002 MONITORED (MAG-05000ALS-HD)|EL|M8000|SA|EA|241.6|1|10.2
ASSA|AS|UK|10244100017|M8022 MAGNET 12/24V (MAGD05000ALS--D)|EL|M8000|SA|EA|353.58|1|10.2
ASSA|AS|UK|10244200017|M8022X002 MONITORED (MAGD05000ALS-HD)|EL|M8000|SA|EA|403.12|1|10.2
ASSA|AS|UK|10425200017|ASSURE 8761 BAR 800MMX140MM             |ED|ASSURE|SA|EA|326.37|1|8.1
ASSA|AS|UK|10425300017|ASSURE 8761 PAD 60MMX140MM              |ED|ASSURE|SA|EA|217.11|1|8.1
ASSA|AS|UK|10015363013|3065 57MM SASH LOCK 18MM LATCH|LO|3065|SC|EA|51.7|1|2.1
ASSA|AS|UK|10015462713|3088 57MM DEADLOCK|LO|3088|SC|EA|44.56|1|2.1
ASSA|AS|UK|10015662013|3055T 57MM TOILET LOCK|LO|3055|SC|EA|54.65|1|2.1
ASSA|AS|UK|10022110013|REBATE KIT 7012 12MM (MODULAR)|OT|MODULAR|SC|EA|46.99|1|26.1
ASSA|AS|UK|10033362013|3061 57MM ESCAPE NIGHTLATCH|LO|3061|SC|EA|117.93|1|2.1
ASSA|AS|UK|10070710013|SECURITY ESCUTCHEON EURO PROFILE 6MM|FN|Esc|SC|EA|35.92|1|9.9
ASSA|AS|UK|10143109013|C5801 Cyl M/K No Keys|CY|5800|SC|EA|72.18|1|1.1
ASSA|AS|UK|10143209013|C5802 CYL M/K NO KEYS|CY|5800|SC|EA|138.42|1|1.1
ASSA|AS|UK|10143409013|C5807 CYL M/K NO KEYS                   |CY|5800|SC|EA|79.64|1|1.1
ASSA|AS|UK|10143509013|C5821 M/K NO KEYS                K30/T30|CY|5800|SC|EA|72.28|1|1.1
ASSA|AS|UK|10143709013|C5823 M/K NO KEYS                 (40MM)|CY|5800|SC|EA|52.21|1|1.1
ASSA|AS|UK|10143809013|C5822 M/K NO KEYS                K30/K30|CY|5800|SC|EA|79.11|1|1.1
ASSA|AS|UK|10143909013|C5827 M/K NO KEYS                K30/T30|CY|5800|SC|EA|72.28|1|1.1
ASSA|AS|UK|10144409013|C5822+5+5 M/K NO KEYS            K35/K35|CY|5800|SC|EA|79.11|1|1.1
ASSA|AS|UK|10144509013|C5827+5+5 M/K NO KEYS            K35/T35|CY|5800|SC|EA|72.28|1|1.1
ASSA|AS|UK|10147109013|C5851 Cylinder M/K no Keys|CY|5800|SC|EA|71.81|1|1.1
ASSA|AS|UK|10147209013|C5852 Cyl M/K no Keys|CY|5800|SC|EA|137.64|1|1.1
ASSA|AS|UK|10151409013|4801 Cyl M/K NO KEYS|CY|4800|SC|EA|56|1|1.1
ASSA|AS|UK|10151420013|4801 CYL S/D W2 KEYS STEP 2|CY|4800|SC|EA|47.75|1|1.1
ASSA|AS|UK|10151509013|4802 Cyl M/K NO KEYS|CY|4800|SC|EA|109.11|1|1.1
ASSA|AS|UK|10151609013|4803 Cyl M/K NO KEYS|CY|4800|SC|EA|56|1|1.1
ASSA|AS|UK|10151709013|4807 CYL M/K NO KEYS|CY|4800|SC|EA|64.45|1|1.1
ASSA|AS|UK|10151720013|4807 Cyl W2K S/D - Step 2|CY|4800|SC|EA|56.21|1|1.1
ASSA|AS|UK|10151809013|4821 M/K NO KEYS                 K30/T30|CY|4800|SC|EA|59.89|1|1.1
ASSA|AS|UK|10152009013|4823 M/K NO KEYS                  (40MM)|CY|4800|SC|EA|36.46|1|1.1
ASSA|AS|UK|10152020013|4823 S/D WITH 2 KEYS ST2          (40MM)|CY|4800|SC|EA|29.57|1|1.1
ASSA|AS|UK|10152109013|4822 M/K NO KEYS                 K30/K30|CY|4800|SC|EA|71.18|1|1.1
ASSA|AS|UK|10152209013|4827 M/K NO KEYS                 K30/T30|CY|4800|SC|EA|59.89|1|1.1
ASSA|AS|UK|10152220013|4827 S/D WITH 2 KEYS ST2         K30/T30|CY|4800|SC|EA|53|1|1.1
ASSA|AS|UK|10152409013|4821+5+5 M/K NO KEYS             K35/T35|CY|4800|SC|EA|59.89|1|1.1
ASSA|AS|UK|10152809013|4827+5+5 M/K NO KEYS             K35/T35|CY|4800|SC|EA|59.89|1|1.1
ASSA|AS|UK|10152830013|4827+5+5 S/D WITH 2 KEYS ST3     K35/T35|CY|4800|SC|EA|53|1|1.1
ASSA|AS|UK|10234617213|DC256 Anti-Lig Clutch Thumbturn 13mm|FN|DC256|SC|EA|213.05|1|9.9
ASSA|AS|UK|10234717213|DC256 Anti-Lig Clutch Thumbturn 18mm|FN|DC256|SC|EA|213.05|1|9.9
ASSA|AS|UK|10234817213|DC265 Anti-Lig Toilet Clutch T'Turn|FN|DC256|SC|EA|239.49|1|9.9
ASSA|AS|UK|10280410013|REBATE KIT 8012 12MM (CONNECT)        |OT|ASSA|SC|EA|57.27|1|26.1
ASSA|AS|UK|10292062313|8765 70MM LOCKSER + MICRO SWITCH MD     |LO|8765|SC|EA|156.39|1|2.1
ASSA|AS|UK|10433409013|4401 DP CYL M/K NO KEYS NEW SYSTEM              |CY|DP|SC|EA|72.18|1|1.1
ASSA|AS|UK|10433409113|4401 DP CYL M/K NO KEYS EXISTING SYSTEM |CY|DP|SC|EA|72.18|1|1.1
ASSA|AS|UK|10433509013|4402 DP CYL M/K NO KEYS NEW SYSTEM|CY|DP|SC|EA|138.42|1|1.1
ASSA|AS|UK|10433509113|4402 DP CYL M/K NO KEYS EXISTING SYSTEM|CY|DP|SC|EA|138.42|1|1.1
ASSA|AS|UK|10433609013|4403 DP CYL M/K NO KEYS NEW SYSTEM|CY|DP|SC|EA|72.18|1|1.1
ASSA|AS|UK|10434009013|4411 DP CYL M/K NO KEYS NEW SYSTEM                     |CY|DP|SC|EA|78.27|1|1.1
ASSA|AS|UK|10434209013|4412 DP CYL M/K NO KEYS NEW SYSTEM                     |CY|DP|SC|EA|147.51|1|1.1
ASSA|AS|UK|10434309013|4451 DP CYL M/K NO KEYS NEW SYSTEM                     |CY|DP|SC|EA|71.81|1|1.1
ASSA|AS|UK|10438809013|2427AA +0+0 M/K NO KEYS*NEW SYS* K30/T30|CY|DP|SC|EA|70.18|1|1.1
ASSA|AS|UK|10443330013|C5851K KEYSWITCH S/D WITH 2 KEYS STEP 3 |EA|SMARTAIR|SC|EA|137.94|1|19.4
ASSA|AS|UK|10453209013|4423A +0 M/K NO KEYS *NEW SYS*    (40MM)|CY|DP|SC|EA|56.79|1|1.1
ASSA|AS|UK|10453309013|4423B +5 M/K NO KEYS *NEW SYS*    (45MM)|CY|DP|SC|EA|56.79|1|1.1
ASSA|AS|UK|10453509013|4422AA +0+0 M/K NO KEYS*NEW SYS* K30/K30|CY|DP|SC|EA|89.09|1|1.1
ASSA|AS|UK|10453609013|4422BB +5+5 M/K NO KEYS*NEW SYS* K35/K35|CY|DP|SC|EA|89.09|1|1.1
ASSA|AS|UK|10454109013|4427AA +0+0 M/K NO KEYS*NEW SYS* K30/T30|CY|DP|SC|EA|75.44|1|1.1
ASSA|AS|UK|10454209013|4427BB +5+5 M/K NO KEYS*NEW SYS* K35/T35|CY|DP|SC|EA|75.44|1|1.1
ASSA|AS|UK|10454209113|4427BB +5+5 M/K NOKEY*EXIST SYS* K35/T35|CY|DP|SC|EA|75.44|1|1.1
ASSA|AS|UK|10473329013|FP501 CYL W2K M/K - STEP 2              |CY|FLEXCORE PLUS|SC|EA|41.87|1|1.1
ASSA|AS|UK|10473429013|FP502 CYL W2K M/K STEP 2                |CY|FLEXCORE PLUS|SC|EA|75.54|1|1.1
ASSA|AS|UK|10473629013|FP507 CYL W2K M/K - STEP 2              |CY|FLEXCORE PLUS|SC|EA|47.96|1|1.1
ASSA|AS|UK|10475429013|FP523 M/K WITH 2 KEYS ST2         (40MM)|CY|FLEXCORE PLUS|SC|EA|31.79|1|1.1
ASSA|AS|UK|10475729013|FP522 M/K WITH 2 KEYS ST2        K30/K30|CY|FLEXCORE PLUS|SC|EA|45.96|1|1.1
ASSA|AS|UK|10476629013|FP527 M/K WITH 2 KEYS ST2        K30/T30|CY|FLEXCORE PLUS|SC|EA|42.03|1|1.1
ASSA|AS|UK|10476929013|FP551 CYL W2K MK - STEP 2               |CY|FLEXCORE PLUS|SC|EA|41.4|1|1.1
ASSA|AS|UK|10481851213|20C-1/2 6655 HANDLE & BLIND ROSE RH|FN|20C|SC|EA|56.06|1|9.1
ASSA|AS|UK|10481951213|20C-1/2 6655 HANDLE & BLIND ROSE LH|FN|20C|SC|EA|56.06|1|9.1
ASSA|AS|UK|10511009013|P601 M/K WITH 2 KEYS|CY|P600|SC|EA|50.7|1|1.1
ASSA|AS|UK|10511040013|P601 S/D WITH 2 KEYS STEP 4|CY|P600|SC|EA|42.45|1|1.1
ASSA|AS|UK|10511109013|P602 M/K WITH 2 KEYS|CY|P600|SC|EA|91.67|1|1.1
ASSA|AS|UK|10511140013|P602 S/D WITH 2 KEYS STEP 4|CY|P600|SC|EA|75.17|1|1.1
ASSA|AS|UK|10511209013|P603 M/K WITH 2 KEYS|CY|P600|SC|EA|50.7|1|1.1
ASSA|AS|UK|10511240013|P603 S/D WITH 2 KEYS STEP 4|CY|P600|SC|EA|42.45|1|1.1
ASSA|AS|UK|10511609013|P611 M/K WITH 2 KEYS|CY|P600|SC|EA|65.14|1|1.1
ASSA|AS|UK|10511709013|P612 M/K WITH 2 KEYS|CY|P600|SC|EA|110.32|1|1.1
ASSA|AS|UK|10513409013|P623 M/K WITH 2 KEYS (40MM)|CY|P600|SC|EA|40.56|1|1.1
ASSA|AS|UK|10513709013|P622 M/K WITH 2 KEYS K30/K30|CY|P600|SC|EA|59.36|1|1.1
ASSA|AS|UK|10514009013|P621 M/K WITH 2 KEYS K30/T30|CY|P600|SC|EA|52.53|1|1.1
ASSA|AS|UK|10514609013|P627 M/K WITH 2 KEYS K30/T30|CY|P600|SC|EA|52.53|1|1.1
ASSA|AS|UK|10514909013|P651 M/K WITH 2 KEYS|CY|P600|SC|EA|57.52|1|1.1
ASSA|AS|UK|10515109013|P657 M/K WITH 2 KEYS|CY|P600|SC|EA|60.2|1|1.1
ASSA|AS|UK|35190510113|9565T Flip-Up Handle Accessories RH Outw|FN|9564T|SC|EA|134.13|1|9.9
ASSA|AS|UK|35190510213|9565T Flip-up Handle Accessories LH Outw|FN|9564T|SC|EA|134.13|1|9.9
ASSA|AS|UK|35444233313|765 50MM LOCKSET MICRO MD|LO|765|SC|EA|115.05|1|2.1
ASSA|AS|UK|35629662713|766 70MM LOCKCASE (STRIKE NOT INCL.)|LO|766|SC|EA|83.38|1|2.1
ASSA|AS|UK|36244551213|6655 HANDLE SET (SPRUNG HOLLOW HANDLE)|FN|6655|SC|PAIR|66.69|1|9.1
ASSA|AS|UK|36346000013|6655 COVER CAP & SILVER RING/WASHER|FN|6655|SC|EA|4.93|1|9.9
ASSA|AS|UK|40939810013|BLIND ROSE 11MM (OUTSIDE)|FN|ASSA|SC|EA|9.62|1|9.9
ASSA|AS|UK|41240510013|263 50MM TOILET ACCESSORIES (SET)|FN|ASSA|SC|EA|28.42|1|9.9
ASSA|AS|UK|45020217213|256 ACCS 11MM (11-43-65M)|FN|256|SC|EA|28.37|1|9.9
ASSA|AS|UK|46266417213|256 ACCS 13MM (13-43-65M)|FN|256|SC|EA|28.37|1|9.9
ASSA|AS|UK|46883210013|265 TOILET ESCUTCHEON - ACCESSORY KIT|FN|265|SC|EA|31.59|1|9.9
ASSA|AS|UK|46886716313|3248 RH HINGE 2MM GAP C/W SCREWS-HNG IN BAG|HI|3248|SC|EA|14.98|1|9.3
ASSA|AS|UK|46902010813|765 FACEPLATE ASA|LO|MODULAR|SC|EA|18.87|1|2.1
ASSA|AS|UK|46907910713|765 FACEPLATE|LO|MODULAR|SC|EA|18.87|1|2.1
ASSA|AS|UK|46910562313|8765 50mm Lockset|LO|MODULAR|SC|EA|72.6|1|2.1
ASSA|AS|UK|46910662313|765 50mm Lockset|LO|MODULAR|SC|EA|45.34|1|2.1
ASSA|AS|UK|46911462713|2788 50mm Lockset|LO|MODULAR|SC|EA|41.17|1|2.1
ASSA|AS|UK|46911962313|1498 50mm Latchset|LO|MODULAR|SC|EA|35.36|1|2.1
ASSA|AS|UK|46912162713|766 50MM LOCKCASE (STRIKE NOT INCL.)|LO|MODULAR|SC|EA|58.61|1|2.1
ASSA|AS|UK|46912410713|760 Faceplate|LO|MODULAR|SC|EA|21.56|1|2.1
ASSA|AS|UK|46914410713|8761 FACEPLATE|LO|MODULAR|SC|EA|21.56|1|2.1
ASSA|AS|UK|46916062313|760 50MM Lockset|LO|MODULAR|SC|EA|58.34|1|2.1
ASSA|AS|UK|46917362313|5784 50MM LOCKSET|LO|MODULAR|SC|EA|56.68|1|2.1
ASSA|AS|UK|46917762313|8761 50mm Lockset|LO|MODULAR|SC|EA|70.76|1|2.1
ASSA|AS|UK|46917764313|8761 50MM LOCKSET ME MICROSWITCH|LO|MODULAR|SC|EA|140.47|1|2.1
ASSA|AS|UK|46937962313|8762 50MM Lockset|LO|MODULAR|SC|EA|70.76|1|2.1
ASSA|AS|UK|46945862413|8761 50MM LOCKSET ASA|LO|MODULAR|SC|EA|83.4|1|2.1
ASSA|AS|UK|46946010813|8761 Faceplate ASA|LO|MODULAR|SC|EA|18.87|1|2.1
ASSA|AS|UK|46957712813|8788 50MM LOCKSET|LO|MODULAR|SC|EA|55.43|1|2.1
ASSA|AS|UK|46980162413|765 50mm Lockset ASA|LO|MODULAR|SC|EA|57.98|1|2.1
ASSA|AS|UK|46980168413|765 ANSI 50MM LOCKPACK OEM RH|LO|MODULAR|SC|EA|48.96|1|2.1
ASSA|AS|UK|47002251213|640 Handle|FN|640|SC|EA|37.64|1|9.1
ASSA|AS|UK|47003151213|696 Handle|FN|696|SC|EA|40.56|1|9.1
ASSA|AS|UK|47004151213|6640 Handle|FN|6640|SC|EA|55.7|1|9.1
ASSA|AS|UK|47004351213|6696 Handle|FN|6696|SC|EA|53.32|1|9.1
ASSA|AS|UK|47012910013|BLIND ROSE 992 (PAIRS) C/W SCREWS|FN|ASSA|SC|PAIR|10.41|1|9.9
ASSA|AS|UK|47210610013|496-50 Dead Knob|FN|ASSA|SC|EA|23.1|1|9.9
ASSA|AS|UK|80257517213|3212 ACCESSORY 13MM|FN|ASSA|SC|EA|31.7|1|9.9
ASSA|AS|UK|80301410013|9265 DISABLED TOILET ACCS SET|FN|9265|SC|EA|42.6|1|9.9
ASSA|AS|UK|80302362513|500 70MM RH FOLL LH LOCK|LO|MODULAR|SC|EA|128.45|1|2.1
ASSA|AS|UK|80302462313|500 70mm LH Foll RH Lock|LO|MODULAR|SC|EA|128.45|1|2.1
ASSA|AS|UK|80305362313|5784 70mm Lockset|LO|MODULAR|SC|EA|70.9|1|2.1
ASSA|AS|UK|80305962313|8761 NIGHTLATCH WITHOUT LCOKBACK 70MM LOCKSET SC|LO|MODULAR|SC|EA|84.84|1|2.1
ASSA|AS|UK|80305964313|8761 70MM LOCKSET ME MICRO(AKA M7 MICRO)|LO|MODULAR|SC|EA|154.56|1|2.1
ASSA|AS|UK|80306062413|8761 70MM L/SET ASA|LO|MODULAR|SC|EA|97.5|1|2.1
ASSA|AS|UK|80306162313|1498 LATCH 70MM LATCHSET SC|LO|MODULAR|SC|EA|46.26|1|2.1
ASSA|AS|UK|80307062313|765 SASHLOCK 70MM LOCKSET SC|LO|MODULAR|SC|EA|59.68|1|2.1
ASSA|AS|UK|80307162413|765 70mm Lockset ASA|LO|MODULAR|SC|EA|78|1|2.1
ASSA|AS|UK|80312862713|2788 DEADLOCK 70MM LOCKSET SC|LO|MODULAR|SC|EA|55.53|1|2.1
ASSA|AS|UK|80317762313|8762 70mm Lockset|LO|MODULAR|SC|EA|84.84|1|2.1
ASSA|AS|UK|80336062513|500 50mm Modular RH Follower - LH Lock|LO|MODULAR|SC|EA|114.77|1|2.1
ASSA|AS|UK|80336162313|500 50mm LH Foll RH Lock|LO|MODULAR|SC|EA|114.77|1|2.1
ASSA|AS|UK|80390762313|8759 70mm Lockset|LO|MODULAR|SC|EA|84.97|1|2.1
ASSA|AS|UK|80405862313|8760 70mm Lockset|LO|MODULAR|SC|EA|84.84|1|2.1
ASSA|AS|UK|80462917213|18256 ACCS 13MM (13-13-65M)|FN|18256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80463117213|18256 ACCS 16MM (16-16-65M)|FN|18256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80463417213|18256 ACCS 18MM (18-18-65M)|FN|18256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80474762513|1520R 50mm Lockset|LO|MODULAR|SC|EA|113.16|1|2.1
ASSA|AS|UK|80474862313|1520L 50mm Lockset|LO|MODULAR|SC|EA|113.16|1|2.1
ASSA|AS|UK|80474962513|1520R ESCAPE SASHLOCK 70MM LOCKSET SC|LO|MODULAR|SC|EA|126.85|1|2.1
ASSA|AS|UK|80475062313|1520L ESCAPE SASHLOCK 70MM LOCKSET SC|LO|MODULAR|SC|EA|126.85|1|2.1
ASSA|AS|UK|80481462313|8765 70mm Lockset|LO|MODULAR|SC|EA|86.68|1|2.1
ASSA|AS|UK|80519417213|256 ACCS 18MM (18-43-65M)|FN|256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80589762313|8761 50MM LOCKSET + MICRO MK|LO|MODULAR|SC|EA|140.47|1|2.1
ASSA|AS|UK|80603417213|256 ACCS 16MM (16-43-65M)|FN|256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80647212713|9788 70mm Lockset|LO|MODULAR|SC|EA|58.85|1|2.1
ASSA|AS|UK|80647717213|2256 Accs 18mm (TB.18.65m)|FN|256|SC|EA|28.37|1|9.9
ASSA|AS|UK|80647817213|2356 ACCS 13MM (TB-13-65M)|FN|2356|SC|EA|28.37|1|9.9
ASSA|AS|UK|80647917213|2356 ACCS 16MM (16-TB-65M)|FN|2356|SC|EA|28.37|1|9.9
ASSA|AS|UK|80648017213|2356 ACCS 18MM (18-TB-65M)|FN|2356|SC|EA|28.37|1|9.9
ASSA|AS|UK|80669617213|2356 ACCS 11MM (11-TB-65M)|FN|2356|SC|EA|28.37|1|9.9
ASSA|AS|UK|80970617213|3212B ACCESSORY 13MM|FN|ASSA|SC|EA|56.53|1|9.9
ASSA|AS|UK|81585010013|20A EMER ACCS SET(1/2 640+992 BLIND RSE)|FN|20A|SC|EA|33.59|1|9.9
ASSA|AS|UK|81693310013|44859E NARROW PROFILE ACC SET S4 CNCT|FN|44859E|SC|EA|51.79|1|9.9
ASSA|AS|UK|81693610013|55159E NARROW PROFILE ACC SET S4 CNCT|FN|55159E|SC|EA|100.05|1|9.9
ASSA|AS|UK|81693710013|55459E NARROW PROFILE ACC SET S4 CNCT|FN|55459E|SC|EA|103.51|1|9.9
ASSA|AS|UK|81693910013|55859E NARROW PROFILE ACC SET S4 CNCT|FN|55459E|SC|EA|111.67|1|9.9
ASSA|AS|UK|82071710113|9566T-1 FLIP UP HANDLE ACC RH|FN|9566T|SC|EA|98.96|1|9.1
ASSA|AS|UK|82071710213|9566T-1 FLIP UP HANDLE ACC LH|FN|9566T|SC|EA|98.96|1|9.1
ASSA|AS|UK|10038510019|CODOOR CD3500 CODELOCK WITH BATTERIES***|EM|CODOOR|SS|EA|558.22|1|7.2
ASSA|AS|UK|10370010100|Scandinavian Cylinder Pull|FN|ASSA|SS|EA|32.62|1|9.9
ASSA|AS|UK|10417310031|M8X100mm S.Steel Machine Screw - B/T fix SF handle|OT|ASSA|SS|EA|1.28|1|26.1
ASSA|AS|UK|95140200031|256RL 11MM EXT. CYL RING & INT. TURN|FN|RUKOLINE|SS|EA|29.83|1|9.9
ASSA|AS|UK|95140300031|256RL 13MM EXT. CYL RING & INT. TURN|FN|RUKOLINE|SS|EA|29.83|1|9.9
ASSA|AS|UK|95140400031|256RL 16MM EXT. CYL RING & INT. TURN|FN|RUKOLINE|SS|EA|29.83|1|9.9
ASSA|AS|UK|95140500031|256RL 18MM EXT. CYL RING & INT. TURN|FN|RUKOLINE|SS|EA|29.83|1|9.9
ASSA|AS|UK|95141100031|9256RL DISABLED THUMBTURN SET 16MM|FN|RUKOLINE|SS|EA|37.91|1|9.9
ASSA|AS|UK|95141200031|9256RL DISABLED THUMBTURN SET 18MM|FN|RUKOLINE|SS|EA|37.91|1|9.9
ASSA|AS|UK|95151000031|19MM U LEVER RUKOLINE WITH 30MM CENTRES |FN|RUKOLINE|SS|PAIR|54.78|1|9.1
ASSA|AS|UK|95151100031|19MM U LEVER RUKOLINE GRIP FOR B/PLATES |FN|RUKOLINE|SS|PAIR|41.86|1|9.1
ASSA|AS|UK|95151200031|19MM U LEVER RUKOLINE WITH 38MM CENTRES |FN|RUKOLINE|SS|PAIR|54.78|1|9.1
ASSA|AS|UK|95152500031|THUMBTURN WITHOUT SPINDLE RUKOLINE      |FN|RUKOLINE|SS|EA|17.1|1|9.9
ASSA|AS|UK|95153700031|220RL EXT/INT ESCS EURO W.M5 SCREW BT|FN|RUKOLINE|SS|EA|19.97|1|9.9
ASSA|AS|UK|95153800031|320RL EXT/INT ESCS EURO W.M5 WOODSCREWS|FN|RUKOLINE|SS|EA|19.97|1|9.9
ASSA|AS|UK|95154200031|265RL TOILET INDICATOR SET|FN|RUKOLINE|SS|EA|28.48|1|9.9
ASSA|AS|UK|95154400031|262RL TOLET IND SET FOR EURO LOCK C:38MM|FN|RUKOLINE|SS|EA|28.48|1|9.9
ASSA|AS|UK|95154500031|9265RL DISABLED TOILET ACCESSORY SET    |FN|RUKOLINE|SS|EA|34.08|1|9.9
ASSA|AS|UK|95154700031|9262RL DIS TOILET SET FOR EURO LOCK C:38|FN|RUKOLINE|SS|EA|34.08|1|9.9
ASSA|AS|UK|95170300031|PULL HANDLE 19X300MM RUKOLINE BOLT THRU |FN|RUKOLINE|SS|EA|47.28|1|9.1
ASSA|AS|UK|95171300031|PULL HANDLE 32X650MM RUKOLINE BOLT THRU |FN|RUKOLINE|SS|EA|67.67|1|9.1
ASSA|AS|UK|95171400031|PULL HANDLE 32X650MM RUKOLINE BACK2BACK |FN|RUKOLINE|SS|PAIR|116.36|1|9.1
ASSA|AS|UK|95186700031|PULL HANDLE 25X400MM CRANKED BOLT THRU  |FN|RUKOLINE|SS|EA|66.05|1|9.1
ASSA|AS|UK|95186800031|PULL HANDLE 25X400MM CRANKED BACK2BACK  |FN|RUKOLINE|SS|PAIR|121.46|1|9.1
ASSA|AS|UK|95186900031|PULL HANDLE 32X400MM RUKOLINE BOLT THRU |FN|RUKOLINE|SS|EA|70.1|1|9.1
ASSA|AS|UK|95187000031|PULL HANDLE 32X400MM RUKOLINE BACK2BACK |FN|RUKOLINE|SS|PAIR|121.61|1|9.1
ASSA|AS|UK|95187100031|PULL HANDLE 32X400MM CRANKED BOLT THRU  |FN|RUKOLINE|SS|EA|80.51|1|9.1
ASSA|AS|UK|95188400031|HOSPITAL HANDLES RL19X155MM C/W ROSE C30|FN|RUKOLINE|SS|PAIR|66.94|1|9.1
ASSA|AS|UK|95404200031|BLIND ROSE EXT. M4 W/OUT SCREWS SFLEX|FN|ACCMISCSF|SS|EA|9.31|1|9.9
ASSA|AS|UK|95404400031|995SF BLIND ROSE INT/EXT SET M5 SFLEX|FN|ACCMISCSF|SS|EA|19.84|1|9.9
ASSA|AS|UK|95404700031|265SF TOILET ACCS SET (MODULAR/CNCT LOCKS)|FN|ACCMISCSF|SS|EA|30.07|1|9.9
ASSA|AS|UK|95450900031|PULL HANDLE 19X200MM W ROSES SCANFLEX|FN|SCANFLEX|SS|EA|20.82|1|9.1
ASSA|AS|UK|95451000031|PULL HANDLE 25X300MM SCANFLEX BOLT THRU|FN|SCANFLEX|SS|EA|23.01|1|9.1
ASSA|AS|UK|95451100031|PULL HANDLE 25X300MM SCANFLEX BACK2BACK|FN|SCANFLEX|SS|PAIR|57.99|1|9.1
ASSA|AS|UK|95451300031|PULL HANDLE 32X300MM SCANFLEX BACK2BACK|FN|SCANFLEX|SS|PAIR|64.02|1|9.1
ASSA|AS|UK|95451900031|320SF EURO ESCUTCHEON (1 PR)|FN|SCANFLEX|SS|EA|12.96|1|9.9
ASSA|AS|UK|95452300031|PULL HANDLE 25X600MM SCANFLEX BOLT THRU|FN|SCANFLEX|SS|EA|43.21|1|9.1
ASSA|AS|UK|95452400031|PULL HANDLE 25X600MM SCANFLEX BACK2BACK|FN|SCANFLEX|SS|PAIR|89.1|1|9.1
ASSA|AS|UK|95452500031|PULL HANDLE 32X600MM SCANFLEX BOLT THRU|FN|SCANFLEX|SS|EA|43.81|1|9.1
ASSA|AS|UK|95452600031|PULL HANDLE 32X600MM SCANFLEX BACK2BACK|FN|SCANFLEX|SS|PAIR|98.83|1|9.1
ASSA|AS|UK|95461600031|PULL HANDLE 25X400MM SCANFLEX BOLT THRU|FN|SCANFLEX|SS|EA|35.54|1|9.1
